Trial,Marker,Coordinate,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Task 7
1,16,Z,"Mean: -28.25, Std: 1.59, Max: -25.33, Min: -30.90, Range: 5.57","Mean: -21.46, Std: 1.27, Max: -18.47, Min: -24.61, Range: 6.14","Mean: -6.63, Std: 1.76, Max: -3.26, Min: -14.02, Range: 10.76","Mean: -15.63, Std: 10.31, Max: -6.15, Min: -65.59, Range: 59.44","Mean: -30.48, Std: 17.89, Max: 1.92, Min: -61.53, Range: 63.46","Mean: -33.10, Std: 8.60, Max: -15.62, Min: -45.63, Range: 30.00","Mean: -26.40, Std: 6.31, Max: -16.71, Min: -50.66, Range: 33.95"
1,17,X,"Mean: 84.50, Std: 4.21, Max: 91.33, Min: 77.35, Range: 13.97","Mean: 88.69, Std: 0.99, Max: 90.65, Min: 85.16, Range: 5.50","Mean: 89.59, Std: 0.32, Max: 89.95, Min: 88.43, Range: 1.52","Mean: 90.25, Std: 0.38, Max: 91.08, Min: 89.59, Range: 1.49","Mean: 86.16, Std: 0.19, Max: 86.68, Min: 85.76, Range: 0.92","Mean: 87.64, Std: 3.69, Max: 92.63, Min: 80.53, Range: 12.10","Mean: 86.82, Std: 4.19, Max: 95.20, Min: 81.14, Range: 14.07"
1,17,Y,"Mean: 66.15, Std: 1.59, Max: 68.29, Min: 62.59, Range: 5.70","Mean: 59.06, Std: 1.15, Max: 61.44, Min: 57.16, Range: 4.28","Mean: 56.89, Std: 0.22, Max: 58.05, Min: 56.48, Range: 1.57","Mean: 56.84, Std: 0.22, Max: 57.41, Min: 56.34, Range: 1.06","Mean: 63.37, Std: 0.67, Max: 64.61, Min: 61.64, Range: 2.98","Mean: 61.80, Std: 2.01, Max: 66.46, Min: 58.40, Range: 8.07","Mean: 59.71, Std: 1.74, Max: 62.98, Min: 54.15, Range: 8.83"
1,17,Z,"Mean: -3.66, Std: 3.41, Max: 3.02, Min: -10.50, Range: 13.52","Mean: -3.75, Std: 1.59, Max: -0.47, Min: -7.30, Range: 6.83","Mean: -1.71, Std: 0.62, Max: 0.08, Min: -2.86, Range: 2.95","Mean: -3.44, Std: 0.53, Max: -2.49, Min: -4.51, Range: 2.02","Mean: -0.70, Std: 0.63, Max: 0.33, Min: -2.03, Range: 2.35","Mean: -3.31, Std: 4.06, Max: 4.07, Min: -11.53, Range: 15.60","Mean: -1.14, Std: 6.52, Max: 6.00, Min: -16.42, Range: 22.41"
1,18,X,"Mean: 115.62, Std: 8.08, Max: 126.15, Min: 100.91, Range: 25.25","Mean: 116.57, Std: 1.21, Max: 119.09, Min: 112.61, Range: 6.49","Mean: 117.88, Std: 0.50, Max: 118.48, Min: 115.76, Range: 2.72","Mean: 118.33, Std: 0.30, Max: 119.17, Min: 117.78, Range: 1.40","Mean: 114.85, Std: 0.23, Max: 115.44, Min: 114.40, Range: 1.04","Mean: 118.87, Std: 6.15, Max: 126.92, Min: 107.91, Range: 19.00","Mean: 115.73, Std: 7.12, Max: 128.00, Min: 106.38, Range: 21.62"
1,18,Y,"Mean: 68.54, Std: 6.98, Max: 78.14, Min: 55.23, Range: 22.91","Mean: 58.56, Std: 1.97, Max: 62.52, Min: 55.10, Range: 7.42","Mean: 54.81, Std: 0.33, Max: 56.06, Min: 54.26, Range: 1.80","Mean: 54.32, Std: 0.47, Max: 55.50, Min: 53.35, Range: 2.15","Mean: 64.52, Std: 0.90, Max: 66.11, Min: 62.57, Range: 3.54","Mean: 61.29, Std: 5.24, Max: 70.84, Min: 52.30, Range: 18.54","Mean: 56.90, Std: 5.60, Max: 66.50, Min: 40.62, Range: 25.88"
1,18,Z,"Mean: -6.73, Std: 10.24, Max: 10.56, Min: -23.96, Range: 34.52","Mean: 0.07, Std: 3.03, Max: 6.15, Min: -6.54, Range: 12.69","Mean: 3.30, Std: 1.20, Max: 6.74, Min: 1.39, Range: 5.35","Mean: 0.73, Std: 0.77, Max: 2.03, Min: -1.06, Range: 3.09","Mean: 3.58, Std: 0.90, Max: 5.14, Min: 1.75, Range: 3.39","Mean: -2.79, Std: 9.45, Max: 13.49, Min: -21.59, Range: 35.08","Mean: 1.98, Std: 15.35, Max: 18.95, Min: -29.28, Range: 48.23"
1,19,X,"Mean: 127.55, Std: 4.72, Max: 137.39, Min: 118.14, Range: 19.25","Mean: 141.51, Std: 1.27, Max: 143.40, Min: 136.99, Range: 6.42","Mean: 143.92, Std: 0.51, Max: 144.62, Min: 141.54, Range: 3.07","Mean: 144.07, Std: 0.29, Max: 144.54, Min: 143.41, Range: 1.13","Mean: 139.47, Std: 0.20, Max: 139.97, Min: 139.10, Range: 0.87","Mean: 139.35, Std: 2.83, Max: 144.41, Min: 132.73, Range: 11.68","Mean: 134.09, Std: 6.81, Max: 145.58, Min: 116.64, Range: 28.93"
1,19,Y,"Mean: 67.64, Std: 20.13, Max: 96.30, Min: 36.93, Range: 59.37","Mean: 65.83, Std: 3.14, Max: 72.83, Min: 61.05, Range: 11.78","Mean: 59.23, Std: 0.58, Max: 61.99, Min: 58.48, Range: 3.51","Mean: 59.09, Std: 0.60, Max: 60.71, Min: 57.83, Range: 2.88","Mean: 72.67, Std: 1.07, Max: 74.67, Min: 70.03, Range: 4.64","Mean: 59.96, Std: 14.22, Max: 79.40, Min: 39.24, Range: 40.15","Mean: 57.76, Std: 16.25, Max: 77.83, Min: 15.90, Range: 61.93"
1,19,Z,"Mean: -23.54, Std: 18.63, Max: 8.98, Min: -50.55, Range: 59.53","Mean: -5.73, Std: 4.59, Max: 3.24, Min: -15.87, Range: 19.11","Mean: -2.23, Std: 1.78, Max: 3.18, Min: -4.89, Range: 8.07","Mean: -4.95, Std: 1.08, Max: -3.16, Min: -7.20, Range: 4.04","Mean: -3.23, Std: 1.39, Max: -0.98, Min: -6.03, Range: 5.05","Mean: -17.73, Std: 16.79, Max: 10.36, Min: -40.92, Range: 51.28","Mean: -6.16, Std: 25.37, Max: 23.65, Min: -49.32, Range: 72.97"
1,20,X,"Mean: 39.39, Std: 0.54, Max: 40.18, Min: 38.23, Range: 1.95","Mean: 38.81, Std: 0.45, Max: 39.82, Min: 37.85, Range: 1.98","Mean: 37.04, Std: 0.17, Max: 37.71, Min: 36.74, Range: 0.97","Mean: 37.64, Std: 0.15, Max: 37.94, Min: 37.30, Range: 0.64","Mean: 38.33, Std: 0.16, Max: 38.79, Min: 37.90, Range: 0.89","Mean: 38.01, Std: 0.93, Max: 39.97, Min: 36.69, Range: 3.27","Mean: 38.21, Std: 0.87, Max: 39.55, Min: 35.74, Range: 3.81"
1,20,Y,"Mean: -1.33, Std: 0.16, Max: -0.93, Min: -1.66, Range: 0.73","Mean: -0.54, Std: 0.27, Max: 0.02, Min: -1.22, Range: 1.24","Mean: -0.23, Std: 0.11, Max: 0.13, Min: -0.42, Range: 0.56","Mean: -0.35, Std: 0.21, Max: 0.01, Min: -0.90, Range: 0.91","Mean: -0.98, Std: 0.25, Max: -0.35, Min: -1.68, Range: 1.33","Mean: -1.06, Std: 0.35, Max: -0.15, Min: -1.84, Range: 1.69","Mean: -0.55, Std: 0.37, Max: 0.27, Min: -1.38, Range: 1.65"
1,20,Z,"Mean: 4.37, Std: 0.29, Max: 4.92, Min: 3.84, Range: 1.08","Mean: 5.60, Std: 0.36, Max: 6.47, Min: 4.85, Range: 1.62","Mean: 5.44, Std: 0.12, Max: 5.79, Min: 5.14, Range: 0.65","Mean: 5.46, Std: 0.34, Max: 6.03, Min: 4.76, Range: 1.27","Mean: 5.15, Std: 0.36, Max: 5.91, Min: 4.14, Range: 1.76","Mean: 5.52, Std: 0.41, Max: 6.66, Min: 4.83, Range: 1.83","Mean: 4.49, Std: 0.65, Max: 6.56, Min: 3.39, Range: 3.17"
1,21,X,"Mean: 50.75, Std: 0.70, Max: 52.16, Min: 49.66, Range: 2.50","Mean: 51.90, Std: 0.25, Max: 52.47, Min: 51.24, Range: 1.23","Mean: 51.70, Std: 0.11, Max: 51.93, Min: 51.20, Range: 0.73","Mean: 51.99, Std: 0.14, Max: 52.26, Min: 51.73, Range: 0.54","Mean: 50.87, Std: 0.23, Max: 51.24, Min: 50.39, Range: 0.86","Mean: 51.44, Std: 0.79, Max: 52.87, Min: 49.96, Range: 2.91","Mean: 51.18, Std: 0.95, Max: 53.67, Min: 50.14, Range: 3.54"
1,21,Y,"Mean: 44.50, Std: 0.60, Max: 45.72, Min: 43.52, Range: 2.20","Mean: 45.38, Std: 0.23, Max: 45.90, Min: 44.92, Range: 0.98","Mean: 44.98, Std: 0.10, Max: 45.32, Min: 44.69, Range: 0.63","Mean: 45.27, Std: 0.13, Max: 45.68, Min: 45.04, Range: 0.64","Mean: 44.92, Std: 0.20, Max: 45.29, Min: 44.42, Range: 0.88","Mean: 45.07, Std: 0.66, Max: 46.32, Min: 43.76, Range: 2.56","Mean: 44.69, Std: 1.01, Max: 46.98, Min: 43.63, Range: 3.35"
1,21,Z,"Mean: -4.25, Std: 0.06, Max: -4.15, Min: -4.37, Range: 0.23","Mean: -4.37, Std: 0.03, Max: -4.29, Min: -4.43, Range: 0.14","Mean: -4.39, Std: 0.01, Max: -4.33, Min: -4.42, Range: 0.09","Mean: -4.41, Std: 0.02, Max: -4.36, Min: -4.46, Range: 0.10","Mean: -4.21, Std: 0.03, Max: -4.14, Min: -4.27, Range: 0.13","Mean: -4.32, Std: 0.08, Max: -4.18, Min: -4.46, Range: 0.28","Mean: -4.32, Std: 0.07, Max: -4.20, Min: -4.51, Range: 0.31"
1,22,X,"Mean: 36.12, Std: 0.15, Max: 36.46, Min: 35.75, Range: 0.70","Mean: 35.18, Std: 0.16, Max: 35.49, Min: 34.86, Range: 0.62","Mean: 35.05, Std: 0.06, Max: 35.20, Min: 34.93, Range: 0.28","Mean: 35.00, Std: 0.13, Max: 35.22, Min: 34.70, Range: 0.51","Mean: 35.27, Std: 0.20, Max: 35.72, Min: 34.86, Range: 0.85","Mean: 35.48, Std: 0.27, Max: 36.04, Min: 35.02, Range: 1.02","Mean: 35.63, Std: 0.34, Max: 36.22, Min: 34.93, Range: 1.28"
1,22,Y,"Mean: -23.02, Std: 0.16, Max: -22.68, Min: -23.38, Range: 0.70","Mean: -22.28, Std: 0.23, Max: -21.62, Min: -22.65, Range: 1.03","Mean: -21.86, Std: 0.07, Max: -21.71, Min: -22.09, Range: 0.37","Mean: -21.88, Std: 0.18, Max: -21.49, Min: -22.41, Range: 0.91","Mean: -22.96, Std: 0.23, Max: -22.51, Min: -23.45, Range: 0.94","Mean: -22.59, Std: 0.29, Max: -21.94, Min: -23.12, Range: 1.18","Mean: -22.46, Std: 0.39, Max: -21.91, Min: -23.16, Range: 1.24"
1,22,Z,"Mean: -12.59, Std: 0.06, Max: -12.46, Min: -12.71, Range: 0.25","Mean: -12.24, Std: 0.08, Max: -12.08, Min: -12.38, Range: 0.30","Mean: -12.14, Std: 0.02, Max: -12.10, Min: -12.20, Range: 0.10","Mean: -12.13, Std: 0.06, Max: -12.01, Min: -12.25, Range: 0.24","Mean: -12.38, Std: 0.08, Max: -12.24, Min: -12.57, Range: 0.33","Mean: -12.36, Std: 0.10, Max: -12.16, Min: -12.58, Range: 0.42","Mean: -12.38, Std: 0.10, Max: -12.19, Min: -12.63, Range: 0.44"
1,23,X,"Mean: 0.03, Std: 0.56, Max: 0.86, Min: -1.02, Range: 1.89","Mean: -0.19, Std: 0.24, Max: 0.24, Min: -0.77, Range: 1.01","Mean: 0.15, Std: 0.11, Max: 0.61, Min: -0.06, Range: 0.67","Mean: -0.09, Std: 0.07, Max: 0.12, Min: -0.26, Range: 0.38","Mean: 0.75, Std: 0.16, Max: 1.09, Min: 0.28, Range: 0.81","Mean: -0.02, Std: 0.56, Max: 0.95, Min: -1.04, Range: 1.99","Mean: 0.08, Std: 0.70, Max: 1.07, Min: -1.77, Range: 2.84"
1,23,Y,"Mean: 1.93, Std: 0.71, Max: 3.06, Min: 0.48, Range: 2.59","Mean: 0.30, Std: 0.29, Max: 1.12, Min: -0.18, Range: 1.29","Mean: 0.29, Std: 0.11, Max: 0.80, Min: 0.08, Range: 0.72","Mean: 0.02, Std: 0.21, Max: 0.35, Min: -0.39, Range: 0.74","Mean: 1.45, Std: 0.32, Max: 2.01, Min: 0.89, Range: 1.12","Mean: 0.92, Std: 0.86, Max: 2.52, Min: -0.60, Range: 3.12","Mean: 1.18, Std: 0.93, Max: 2.28, Min: -1.33, Range: 3.61"
1,23,Z,"Mean: 0.33, Std: 0.02, Max: 0.37, Min: 0.29, Range: 0.08","Mean: 0.10, Std: 0.06, Max: 0.18, Min: -0.01, Range: 0.19","Mean: 0.01, Std: 0.02, Max: 0.06, Min: -0.02, Range: 0.08","Mean: 0.02, Std: 0.04, Max: 0.10, Min: -0.06, Range: 0.16","Mean: 0.08, Std: 0.06, Max: 0.23, Min: -0.04, Range: 0.26","Mean: 0.17, Std: 0.04, Max: 0.27, Min: 0.08, Range: 0.19","Mean: 0.19, Std: 0.07, Max: 0.34, Min: 0.05, Range: 0.29"
2,1,X,"Mean: 106.07, Std: 0.44, Max: 107.07, Min: 104.99, Range: 2.08","Mean: 100.68, Std: 2.22, Max: 105.14, Min: 95.23, Range: 9.91","Mean: 102.42, Std: 0.55, Max: 103.33, Min: 101.23, Range: 2.10","Mean: 103.52, Std: 0.89, Max: 105.31, Min: 101.63, Range: 3.68","Mean: 104.89, Std: 0.62, Max: 106.31, Min: 103.95, Range: 2.36","Mean: 103.63, Std: 2.04, Max: 107.43, Min: 98.31, Range: 9.12","Mean: 105.85, Std: 2.22, Max: 112.66, Min: 98.67, Range: 13.99"
2,1,Y,"Mean: 6.25, Std: 1.05, Max: 9.37, Min: 4.97, Range: 4.40","Mean: 6.49, Std: 0.43, Max: 7.75, Min: 5.61, Range: 2.14","Mean: 6.84, Std: 0.53, Max: 7.98, Min: 5.67, Range: 2.31","Mean: 8.69, Std: 0.43, Max: 9.78, Min: 7.63, Range: 2.16","Mean: 8.77, Std: 0.25, Max: 9.33, Min: 8.20, Range: 1.13","Mean: 6.10, Std: 1.32, Max: 8.97, Min: 4.08, Range: 4.89","Mean: 5.75, Std: 1.25, Max: 9.31, Min: 3.49, Range: 5.82"
2,1,Z,"Mean: 15.66, Std: 1.16, Max: 17.80, Min: 12.57, Range: 5.23","Mean: 23.93, Std: 1.36, Max: 26.51, Min: 20.91, Range: 5.59","Mean: 20.16, Std: 0.70, Max: 21.74, Min: 18.89, Range: 2.85","Mean: 19.14, Std: 1.05, Max: 21.19, Min: 16.70, Range: 4.49","Mean: 17.15, Std: 1.54, Max: 19.54, Min: 13.88, Range: 5.66","Mean: 18.69, Std: 6.28, Max: 32.81, Min: 7.25, Range: 25.56","Mean: 15.80, Std: 2.96, Max: 28.16, Min: 6.90, Range: 21.26"
2,2,X,"Mean: 98.43, Std: 0.47, Max: 99.39, Min: 97.39, Range: 1.99","Mean: 92.46, Std: 1.09, Max: 94.54, Min: 89.58, Range: 4.96","Mean: 96.42, Std: 1.55, Max: 99.26, Min: 93.35, Range: 5.91","Mean: 94.37, Std: 0.68, Max: 95.85, Min: 93.10, Range: 2.75","Mean: 96.49, Std: 0.58, Max: 97.64, Min: 95.23, Range: 2.41","Mean: 95.34, Std: 1.93, Max: 98.99, Min: 90.35, Range: 8.64","Mean: 96.76, Std: 1.50, Max: 100.05, Min: 92.26, Range: 7.79"
2,2,Y,"Mean: -13.22, Std: 0.84, Max: -10.72, Min: -14.36, Range: 3.64","Mean: -12.95, Std: 0.33, Max: -12.11, Min: -13.99, Range: 1.88","Mean: -12.57, Std: 0.65, Max: -11.00, Min: -13.73, Range: 2.74","Mean: -11.20, Std: 0.56, Max: -10.17, Min: -12.55, Range: 2.39","Mean: -10.87, Std: 0.51, Max: -9.74, Min: -12.65, Range: 2.91","Mean: -12.92, Std: 1.72, Max: -9.75, Min: -16.65, Range: 6.90","Mean: -13.33, Std: 1.02, Max: -10.53, Min: -15.17, Range: 4.64"
2,2,Z,"Mean: 8.26, Std: 0.96, Max: 10.30, Min: 5.78, Range: 4.52","Mean: 15.93, Std: 1.40, Max: 19.14, Min: 13.37, Range: 5.76","Mean: 12.67, Std: 0.74, Max: 14.29, Min: 11.18, Range: 3.11","Mean: 12.33, Std: 0.98, Max: 14.39, Min: 10.13, Range: 4.27","Mean: 9.66, Std: 1.34, Max: 11.82, Min: 6.59, Range: 5.23","Mean: 11.56, Std: 5.05, Max: 22.81, Min: 1.90, Range: 20.91","Mean: 8.81, Std: 2.24, Max: 16.90, Min: 2.01, Range: 14.89"
2,3,X,"Mean: 89.02, Std: 0.26, Max: 89.57, Min: 88.48, Range: 1.10","Mean: 84.77, Std: 0.71, Max: 86.13, Min: 83.17, Range: 2.96","Mean: 87.26, Std: 0.84, Max: 89.00, Min: 85.48, Range: 3.52","Mean: 86.48, Std: 0.89, Max: 88.21, Min: 84.90, Range: 3.31","Mean: 88.14, Std: 0.74, Max: 89.63, Min: 86.73, Range: 2.90","Mean: 86.36, Std: 1.32, Max: 88.52, Min: 82.93, Range: 5.59","Mean: 86.78, Std: 0.82, Max: 89.05, Min: 84.79, Range: 4.27"
2,3,Y,"Mean: -26.23, Std: 0.80, Max: -23.76, Min: -27.18, Range: 3.42","Mean: -25.67, Std: 0.26, Max: -24.75, Min: -26.34, Range: 1.59","Mean: -24.94, Std: 0.35, Max: -24.09, Min: -25.73, Range: 1.64","Mean: -24.72, Std: 0.45, Max: -23.63, Min: -25.55, Range: 1.92","Mean: -23.75, Std: 0.71, Max: -22.68, Min: -26.06, Range: 3.38","Mean: -25.48, Std: 0.98, Max: -23.55, Min: -27.96, Range: 4.41","Mean: -26.10, Std: 0.60, Max: -24.65, Min: -27.35, Range: 2.69"
2,3,Z,"Mean: -3.88, Std: 0.70, Max: -2.39, Min: -5.75, Range: 3.37","Mean: 3.25, Std: 1.45, Max: 6.33, Min: 0.22, Range: 6.11","Mean: -0.35, Std: 0.75, Max: 1.65, Min: -1.78, Range: 3.42","Mean: -0.17, Std: 1.06, Max: 2.02, Min: -2.52, Range: 4.54","Mean: -3.16, Std: 1.32, Max: -0.59, Min: -5.81, Range: 5.21","Mean: -1.25, Std: 3.50, Max: 5.99, Min: -8.41, Range: 14.40","Mean: -3.25, Std: 1.60, Max: 1.41, Min: -8.56, Range: 9.97"
2,4,X,"Mean: 83.15, Std: 0.22, Max: 83.69, Min: 82.48, Range: 1.21","Mean: 81.28, Std: 0.42, Max: 82.15, Min: 80.41, Range: 1.73","Mean: 82.26, Std: 0.43, Max: 83.33, Min: 81.56, Range: 1.77","Mean: 81.58, Std: 0.50, Max: 82.63, Min: 80.45, Range: 2.18","Mean: 84.18, Std: 1.69, Max: 88.65, Min: 81.85, Range: 6.80","Mean: 82.88, Std: 0.60, Max: 83.95, Min: 81.63, Range: 2.32","Mean: 81.04, Std: 0.57, Max: 82.34, Min: 79.72, Range: 2.62"
2,4,Y,"Mean: -39.24, Std: 0.83, Max: -36.81, Min: -40.26, Range: 3.46","Mean: -36.41, Std: 0.44, Max: -35.40, Min: -37.39, Range: 1.99","Mean: -34.15, Std: 0.50, Max: -33.09, Min: -35.28, Range: 2.19","Mean: -33.28, Std: 0.66, Max: -32.07, Min: -34.47, Range: 2.41","Mean: -34.29, Std: 1.38, Max: -32.01, Min: -37.94, Range: 5.93","Mean: -35.32, Std: 1.18, Max: -33.39, Min: -37.48, Range: 4.08","Mean: -36.70, Std: 0.79, Max: -34.48, Min: -38.12, Range: 3.64"
2,4,Z,"Mean: -14.55, Std: 0.61, Max: -13.18, Min: -16.16, Range: 2.98","Mean: -10.18, Std: 1.31, Max: -7.57, Min: -12.84, Range: 5.27","Mean: -13.09, Std: 0.74, Max: -10.85, Min: -15.23, Range: 4.38","Mean: -13.29, Std: 1.05, Max: -11.13, Min: -15.56, Range: 4.43","Mean: -16.88, Std: 1.76, Max: -14.71, Min: -21.49, Range: 6.78","Mean: -15.60, Std: 1.46, Max: -12.61, Min: -19.54, Range: 6.93","Mean: -15.40, Std: 1.32, Max: -12.46, Min: -20.22, Range: 7.76"
2,5,X,"Mean: 150.55, Std: 0.53, Max: 151.68, Min: 149.40, Range: 2.28","Mean: 145.60, Std: 5.91, Max: 155.43, Min: 134.11, Range: 21.32","Mean: 143.84, Std: 1.28, Max: 145.93, Min: 140.13, Range: 5.80","Mean: 149.39, Std: 1.62, Max: 151.28, Min: 144.67, Range: 6.62","Mean: 149.97, Std: 0.54, Max: 151.10, Min: 148.68, Range: 2.41","Mean: 150.26, Std: 2.59, Max: 153.80, Min: 143.99, Range: 9.81","Mean: 151.06, Std: 2.80, Max: 157.40, Min: 142.79, Range: 14.60"
2,5,Y,"Mean: 3.93, Std: 1.36, Max: 7.77, Min: 1.93, Range: 5.84","Mean: 2.26, Std: 3.14, Max: 9.22, Min: -3.56, Range: 12.78","Mean: 2.15, Std: 1.36, Max: 5.45, Min: -0.32, Range: 5.77","Mean: 5.59, Std: 1.10, Max: 7.58, Min: 2.67, Range: 4.91","Mean: 6.45, Std: 0.62, Max: 8.10, Min: 5.13, Range: 2.97","Mean: 2.89, Std: 2.51, Max: 8.69, Min: -1.37, Range: 10.06","Mean: 2.25, Std: 3.89, Max: 15.78, Min: -5.35, Range: 21.13"
2,5,Z,"Mean: 17.73, Std: 1.12, Max: 19.68, Min: 15.26, Range: 4.42","Mean: 23.47, Std: 12.13, Max: 45.67, Min: -0.18, Range: 45.85","Mean: 29.27, Std: 2.58, Max: 35.21, Min: 24.61, Range: 10.60","Mean: 20.41, Std: 3.70, Max: 29.97, Min: 14.71, Range: 15.26","Mean: 18.72, Std: 1.37, Max: 21.30, Min: 15.22, Range: 6.08","Mean: 20.10, Std: 4.39, Max: 29.09, Min: 7.17, Range: 21.92","Mean: 16.85, Std: 10.20, Max: 38.47, Min: -23.42, Range: 61.90"
2,6,X,"Mean: 173.35, Std: 0.52, Max: 174.40, Min: 172.20, Range: 2.19","Mean: 164.72, Std: 3.24, Max: 170.96, Min: 156.38, Range: 14.58","Mean: 166.09, Std: 2.03, Max: 168.63, Min: 160.23, Range: 8.40","Mean: 172.57, Std: 1.36, Max: 174.43, Min: 168.33, Range: 6.11","Mean: 173.47, Std: 0.42, Max: 174.14, Min: 172.44, Range: 1.70","Mean: 170.02, Std: 3.82, Max: 176.41, Min: 158.24, Range: 18.17","Mean: 172.79, Std: 4.22, Max: 178.25, Min: 156.73, Range: 21.52"
2,6,Y,"Mean: 1.22, Std: 1.49, Max: 5.48, Min: -1.01, Range: 6.49","Mean: 2.58, Std: 8.82, Max: 19.19, Min: -10.76, Range: 29.95","Mean: -2.36, Std: 1.60, Max: 2.05, Min: -5.43, Range: 7.47","Mean: 3.67, Std: 1.57, Max: 6.27, Min: -0.71, Range: 6.98","Mean: 4.84, Std: 0.95, Max: 7.12, Min: 3.03, Range: 4.09","Mean: 5.92, Std: 5.08, Max: 19.75, Min: -1.80, Range: 21.54","Mean: 2.40, Std: 6.11, Max: 19.88, Min: -10.80, Range: 30.68"
2,6,Z,"Mean: 16.82, Std: 1.31, Max: 19.15, Min: 13.80, Range: 5.35","Mean: 14.65, Std: 23.22, Max: 53.78, Min: -23.90, Range: 77.68","Mean: 31.91, Std: 4.55, Max: 42.42, Min: 24.28, Range: 18.14","Mean: 15.52, Std: 5.38, Max: 30.39, Min: 8.29, Range: 22.11","Mean: 14.90, Std: 1.44, Max: 18.03, Min: 11.15, Range: 6.88","Mean: 8.44, Std: 14.43, Max: 35.01, Min: -17.41, Range: 52.42","Mean: 8.73, Std: 16.26, Max: 39.60, Min: -49.31, Range: 88.91"
2,7,X,"Mean: 193.59, Std: 0.48, Max: 194.58, Min: 192.51, Range: 2.07","Mean: 178.17, Std: 8.43, Max: 188.45, Min: 152.89, Range: 35.57","Mean: 185.59, Std: 2.61, Max: 188.78, Min: 177.75, Range: 11.03","Mean: 192.41, Std: 1.20, Max: 193.99, Min: 188.47, Range: 5.52","Mean: 193.58, Std: 0.42, Max: 194.39, Min: 192.52, Range: 1.87","Mean: 181.69, Std: 10.29, Max: 195.40, Min: 158.93, Range: 36.47","Mean: 188.94, Std: 11.39, Max: 198.27, Min: 142.33, Range: 55.94"
2,7,Y,"Mean: -1.39, Std: 1.84, Max: 3.78, Min: -4.09, Range: 7.87","Mean: 4.31, Std: 14.75, Max: 31.93, Min: -16.80, Range: 48.72","Mean: -6.07, Std: 1.97, Max: -0.73, Min: -10.93, Range: 10.20","Mean: 2.71, Std: 2.05, Max: 5.91, Min: -3.19, Range: 9.10","Mean: 3.96, Std: 1.28, Max: 6.76, Min: 1.65, Range: 5.11","Mean: 10.84, Std: 10.61, Max: 31.87, Min: -4.13, Range: 36.00","Mean: 3.77, Std: 9.70, Max: 29.17, Min: -14.22, Range: 43.39"
2,7,Z,"Mean: 17.17, Std: 1.65, Max: 19.89, Min: 13.42, Range: 6.47","Mean: 9.07, Std: 32.18, Max: 62.64, Min: -42.87, Range: 105.52","Mean: 35.54, Std: 6.73, Max: 51.99, Min: 24.99, Range: 27.00","Mean: 11.94, Std: 6.86, Max: 31.39, Min: 3.53, Range: 27.87","Mean: 12.31, Std: 1.48, Max: 15.88, Min: 8.44, Range: 7.44","Mean: -0.55, Std: 23.74, Max: 43.61, Min: -35.76, Range: 79.37","Mean: 2.80, Std: 21.17, Max: 41.08, Min: -68.98, Range: 110.06"
2,8,X,"Mean: 150.09, Std: 0.36, Max: 150.80, Min: 149.12, Range: 1.68","Mean: 142.97, Std: 1.40, Max: 145.98, Min: 139.49, Range: 6.49","Mean: 149.10, Std: 3.63, Max: 154.22, Min: 140.65, Range: 13.56","Mean: 138.85, Std: 1.65, Max: 143.19, Min: 135.36, Range: 7.83","Mean: 145.46, Std: 1.63, Max: 147.93, Min: 141.38, Range: 6.55","Mean: 148.05, Std: 3.03, Max: 152.66, Min: 142.68, Range: 9.98","Mean: 147.17, Std: 4.13, Max: 155.00, Min: 138.97, Range: 16.03"
2,8,Y,"Mean: -24.85, Std: 1.57, Max: -20.28, Min: -26.68, Range: 6.41","Mean: -27.98, Std: 0.82, Max: -25.68, Min: -29.63, Range: 3.95","Mean: -16.01, Std: 8.49, Max: -0.45, Min: -29.14, Range: 28.69","Mean: -31.72, Std: 1.59, Max: -28.25, Min: -34.08, Range: 5.84","Mean: -24.99, Std: 3.33, Max: -15.46, Min: -29.75, Range: 14.29","Mean: -27.32, Std: 3.66, Max: -16.17, Min: -34.27, Range: 18.10","Mean: -30.09, Std: 4.04, Max: -17.88, Min: -36.38, Range: 18.50"
2,8,Z,"Mean: 1.97, Std: 1.31, Max: 4.45, Min: -1.08, Range: 5.54","Mean: 17.40, Std: 3.04, Max: 24.27, Min: 10.28, Range: 13.99","Mean: -1.68, Std: 15.26, Max: 24.08, Min: -21.03, Range: 45.11","Mean: 22.31, Std: 2.68, Max: 27.99, Min: 15.65, Range: 12.34","Mean: 13.75, Std: 4.55, Max: 21.49, Min: 4.68, Range: 16.81","Mean: 8.70, Std: 3.97, Max: 17.57, Min: -1.73, Range: 19.29","Mean: 5.42, Std: 9.81, Max: 23.08, Min: -19.79, Range: 42.86"
2,9,X,"Mean: 176.72, Std: 0.30, Max: 177.40, Min: 175.74, Range: 1.65","Mean: 169.97, Std: 1.51, Max: 173.18, Min: 165.91, Range: 7.27","Mean: 167.84, Std: 5.52, Max: 176.82, Min: 156.29, Range: 20.53","Mean: 165.87, Std: 2.04, Max: 169.97, Min: 161.49, Range: 8.48","Mean: 172.14, Std: 1.78, Max: 174.87, Min: 167.94, Range: 6.93","Mean: 171.53, Std: 2.77, Max: 176.81, Min: 163.38, Range: 13.43","Mean: 170.82, Std: 4.51, Max: 177.57, Min: 151.11, Range: 26.47"
